ID	age	sex	n_babies	site	year	pop_size	weight
189	4	f	0	2	2012	174	3.322555169308159
190	2	m	0	3	2012	174	-10.58734298290102
199	6	m	2	3	2012	174	-11.113928031547557
202	8	f	0	3	2012	174	7.201759936583705
206	3	f	1	3	2012	174	NA
211	0	f	0	2	2012	174	2.6953699454922924
235	8	f	2	1	2012	174	5.032252455904943
236	1	m	0	1	2012	174	-10.892122363927683
240	1	m	1	2	2012	174	-9.709883445052325
249	12	f	1	1	2012	174	8.962469563931153
251	5	m	0	1	2012	174	-3.4606708835274507
252	11	m	1	3	2012	174	2.873310626172407
253	1	m	0	1	2012	174	-11.720811049976088
254	6	f	2	2	2012	174	8.326477850187732
256	6	m	0	3	2012	174	-11.071878597184064
258	4	f	2	3	2012	174	2.6742884074899145
262	0	f	0	3	2012	174	NA
263	3	f	1	1	2012	174	4.074061454523911
268	2	m	0	3	2012	174	-6.6073200312320415
270	2	f	1	1	2012	174	7.770308883550884
278	7	f	0	1	2012	174	NA
280	5	f	2	3	2012	174	6.957785867399954
282	11	m	0	3	2012	174	-5.656855986101281
284	12	f	0	1	2012	174	8.175133362655826
285	9	m	2	3	2012	174	-8.713696069296061
290	1	m	0	3	2012	174	-7.607150643091329
295	11	f	2	3	2012	174	7.225644564326681
299	2	m	2	3	2012	174	-4.275879485518646
300	0	f	2	2	2012	174	3.7429121792490974
301	4	f	1	2	2012	174	7.063516348831338
307	3	m	0	2	2012	174	-14.358105521246143
315	7	f	2	1	2012	174	8.016245248703221
321	3	m	1	3	2012	174	NA
327	0	m	2	3	2012	174	-7.416806670332174
329	13	f	2	2	2012	174	0.3981697096887383
331	15	m	2	1	2012	174	0.07515032146445083
333	2	f	0	2	2012	174	4.077573290013129
335	3	f	2	1	2012	174	13.73099668724306
337	1	m	2	2	2012	174	-16.63213643567872
343	5	m	0	2	2012	174	-8.229286122248153
345	4	f	2	3	2012	174	-3.309135213368787
348	10	m	1	3	2012	174	-2.957977867805415
352	5	m	0	2	2012	174	-10.30493687589364
357	7	m	0	2	2012	174	-10.203445478920063
365	0	f	0	1	2012	174	-0.8833057691745967
373	3	m	0	1	2012	174	-8.576863808173627
381	5	f	2	1	2012	174	1.2141014750747372
382	8	f	1	3	2012	174	9.500161246540682
388	4	m	1	1	2012	174	-8.70699289329107
405	13	f	1	1	2012	174	8.44173832609513
407	9	m	0	3	2012	174	-5.990822892519119
413	2	m	0	1	2012	174	-9.439234865756815
417	2	m	1	2	2012	174	-8.109283060005856
419	11	f	1	1	2012	174	8.246703203712842
420	2	f	0	3	2012	174	1.4520935625411517
423	3	m	2	3	2012	174	-9.633710758302175
428	2	f	0	1	2012	174	3.356655906693685
429	3	m	1	1	2012	174	-9.27658304343395
430	0	f	2	3	2012	174	-0.5470971868234622
431	6	f	0	2	2012	174	2.6261476240811827
432	12	f	0	1	2012	174	7.635387977229579
434	1	m	0	2	2012	174	-7.4351383456134865
441	1	f	0	2	2012	174	2.817314804235701
444	1	m	1	1	2012	174	-7.025275876567693
449	11	m	2	1	2012	174	-6.027481235231587
454	11	f	2	3	2012	174	6.0281625558655545
455	5	f	0	3	2012	174	7.326631122056283
463	13	m	1	3	2012	174	-0.44966896943514567
465	5	f	1	2	2012	174	4.508948180004745
470	1	f	0	3	2012	174	2.794623830851089
473	2	f	2	3	2012	174	6.687257660966023
479	1	f	2	2	2012	174	2.231218419369452
482	4	f	2	1	2012	174	4.54748473674061
483	2	f	1	2	2012	174	4.268134633635728
489	2	m	0	3	2012	174	NA
490	11	m	0	2	2012	174	-6.253076883180973
493	8	m	0	3	2012	174	-6.997644963668057
498	10	f	0	1	2012	174	4.867753265114532
499	0	m	1	3	2012	174	-9.405327292766678
501	7	m	2	1	2012	174	NA
503	10	m	2	2	2012	174	-9.247836623539477
509	11	f	1	3	2012	174	8.220422978065459
511	6	f	1	1	2012	174	4.22751963088183
516	10	f	1	1	2012	174	4.688566154925913
520	3	m	2	3	2012	174	NA
525	2	f	0	1	2012	174	NA
533	14	m	0	3	2012	174	-3.192565526960943
535	0	m	2	2	2012	174	-5.631233402444591
536	6	f	0	2	2012	174	NA
538	5	f	2	2	2012	174	5.568824107421003
543	8	m	1	1	2012	174	-3.4125203461980202
548	8	m	0	1	2012	174	-6.110070447547166
554	7	f	0	2	2012	174	8.008466572580748
559	3	f	2	1	2012	174	3.3032077546405505
560	9	m	1	3	2012	174	-5.549929720238418
584	4	m	1	1	2012	174	-10.223117804634592
602	7	f	0	2	2012	174	4.623674216834237
607	13	f	1	1	2012	174	7.870293393177601
608	4	f	2	1	2012	174	5.1882734771894325
611	7	m	0	3	2012	174	-1.2884718160416577
613	4	f	2	1	2012	174	9.631527081880675
614	2	m	0	1	2012	174	-3.7619872543547928
615	1	m	1	2	2012	174	-4.97781062705109
616	6	f	1	2	2012	174	11.141951446233866
624	7	m	0	3	2012	174	-11.679713909518139
625	8	f	0	2	2012	174	NA
635	16	f	1	3	2012	174	11.103328277941042
637	8	m	2	2	2012	174	NA
638	8	f	1	1	2012	174	7.905445258972584
643	10	m	1	2	2012	174	-8.654716042431293
651	2	m	2	1	2012	174	-6.688597658891943
652	1	m	2	2	2012	174	-3.6361673348940826
654	2	m	1	1	2012	174	-8.07347671105074
662	13	m	0	2	2012	174	-8.471809789289178
665	6	f	0	2	2012	174	6.018963162814994
685	10	f	0	3	2012	174	4.541252518894643
690	0	f	2	1	2012	174	NA
695	6	f	2	2	2012	174	8.833849228414499
697	8	f	1	3	2012	174	6.992338838370503
698	0	f	1	3	2012	174	3.435483927950282
708	1	f	0	1	2012	174	1.7911209695466437
711	3	f	2	2	2012	174	2.152070517456422
713	8	m	2	2	2012	174	-4.361768781705601
721	1	m	2	3	2012	174	-9.868798051210556
725	3	m	2	2	2012	174	-9.167964122318235
728	8	f	0	1	2012	174	3.373309026762808
729	11	f	1	2	2012	174	8.642186195617008
730	4	m	0	2	2012	174	-8.830232152830849
732	2	m	0	3	2012	174	-15.166918171756006
741	4	f	2	3	2012	174	NA
745	2	m	2	3	2012	174	-13.957498332655081
747	9	m	0	3	2012	174	-6.535834231897994
752	8	m	1	2	2012	174	-7.446719464030607
753	3	f	2	3	2012	174	1.2584870944681414
754	5	m	1	2	2012	174	-5.486060066394001
760	6	f	0	2	2012	174	9.335598616199519
761	9	m	1	3	2012	174	-6.962021289789909
765	2	f	1	2	2012	174	-1.3120862208144128
769	3	m	2	1	2012	174	-9.177837298570342
777	2	f	0	1	2012	174	7.541225835259463
779	9	m	2	2	2012	174	-5.735522161614752
780	5	m	0	3	2012	174	-6.549011233340801
781	3	f	0	3	2012	174	9.094161001555575
783	6	f	2	1	2012	174	3.0227754242034113
787	1	m	1	2	2012	174	-10.461618456994042
794	13	m	0	3	2012	174	3.1944272246599583
796	0	f	2	1	2012	174	6.058338869086015
798	3	f	2	1	2012	174	9.104775966729072
809	8	f	2	3	2012	174	2.981836656098973
811	1	m	0	2	2012	174	NA
813	4	f	2	2	2012	174	4.6586239282038715
816	1	f	2	3	2012	174	7.762302147148782
823	15	f	0	1	2012	174	6.839053529573945
824	14	f	2	3	2012	174	9.004879432049067
828	3	m	2	3	2012	174	-8.6269668604835
830	7	f	1	3	2012	174	7.710913345288834
831	1	m	1	1	2012	174	NA
834	0	f	2	3	2012	174	7.052116445050686
840	9	f	2	3	2012	174	NA
841	1	f	2	3	2012	174	-0.1547584084701984
844	2	m	1	3	2012	174	-12.552028131109267
850	2	f	2	1	2012	174	3.8866074378860844
855	11	m	0	1	2012	174	-4.673327659868269
858	2	f	2	2	2012	174	9.660280419929196
860	6	m	0	2	2012	174	-4.168196395252917
866	2	f	0	1	2012	174	6.843553499120724
867	13	m	0	1	2012	174	-0.2085080387225563
868	9	m	1	2	2012	174	-7.705246487343547
870	3	m	1	2	2012	174	-13.000147610253814
887	3	m	2	2	2012	174	NA
893	16	m	2	2	2012	174	-2.3688326374499993
1	10	m	2	1	2013	146	-2.7726877668962713
2	8	m	0	3	2013	146	-3.4538519522541513
5	0	m	2	1	2013	146	-7.81436671298279
8	5	f	1	2	2013	146	12.932587858353148
9	1	f	0	1	2013	146	7.204940995571812
12	9	f	0	2	2013	146	7.28685219166898
17	3	m	1	1	2013	146	-7.476997437241785
21	12	f	1	1	2013	146	9.415744320388125
28	8	f	0	1	2013	146	7.425764478778691
33	1	m	0	1	2013	146	-1.3789074538321482
44	14	m	0	3	2013	146	-1.8693803204442614
53	6	f	1	2	2013	146	9.767491901572901
55	1	m	0	2	2013	146	-2.715240563942037
61	4	f	2	1	2013	146	5.634996746871264
66	1	f	1	1	2013	146	NA
77	0	f	2	2	2013	146	NA
82	10	f	2	2	2013	146	NA
87	1	m	1	3	2013	146	-6.09267344059616
88	1	m	0	2	2013	146	-3.5096940744876277
90	14	f	2	2	2013	146	10.224449028607802
93	1	m	2	2	2013	146	-5.265473760159397
96	2	f	2	2	2013	146	5.826033859553427
97	3	f	2	2	2013	146	1.2710995400143483
107	14	m	0	2	2013	146	-0.7924586685548136
116	3	m	2	1	2013	146	-6.70891883260741
121	1	m	2	2	2013	146	-8.631351793836997
124	0	f	0	1	2013	146	1.4580858926519333
126	8	m	2	1	2013	146	-4.647642451148566
129	0	m	2	2	2013	146	-5.296569068615109
135	2	m	2	2	2013	146	-6.189671592057187
142	3	f	2	2	2013	146	NA
151	3	f	0	2	2013	146	9.20192950071757
153	6	m	2	3	2013	146	-6.244483251747657
156	1	f	1	2	2013	146	0.9960976242371524
161	12	m	0	3	2013	146	-4.346319106151011
165	10	m	0	3	2013	146	-1.567569185747708
166	3	m	0	1	2013	146	-5.481739202824309
172	8	m	1	3	2013	146	-2.6976695282052052
176	8	f	2	2	2013	146	12.286112011563413
178	16	m	2	1	2013	146	4.721064938280816
181	7	f	2	2	2013	146	7.5869873284923015
189	5	f	0	2	2013	146	4.739669228102414
190	3	m	2	3	2013	146	-9.601704420060203
199	7	m	2	3	2013	146	-2.985066566140893
202	9	f	2	3	2013	146	10.154160555998182
206	4	f	0	3	2013	146	3.7032124057393916
211	1	f	1	2	2013	146	3.1489164939338963
216	0	f	1	3	2013	146	3.191108968622199
225	0	f	1	3	2013	146	3.510901029464788
235	9	f	1	1	2013	146	7.338583312374829
236	2	m	1	1	2013	146	-5.249349554549449
238	0	m	1	1	2013	146	NA
240	2	m	0	2	2013	146	-4.2579800795143274
246	0	f	0	2	2013	146	2.476501840709915
249	13	f	0	1	2013	146	10.73097004784899
251	6	m	2	1	2013	146	NA
252	12	m	1	3	2013	146	-1.2894960086684777
253	2	m	0	1	2013	146	-9.322515864126215
254	7	f	0	2	2013	146	6.06346352367008
256	7	m	0	3	2013	146	NA
258	5	f	2	3	2013	146	7.451591700367156
262	1	f	2	3	2013	146	6.460713999546518
263	4	f	0	1	2013	146	8.743106367742799
268	3	m	2	3	2013	146	-5.251869197345753
270	3	f	1	1	2013	146	5.8582688433949395
280	6	f	0	3	2013	146	5.837486567637883
282	12	m	1	3	2013	146	-2.02088718893401
284	13	f	0	1	2013	146	9.687210664937107
290	2	m	0	3	2013	146	-3.2307372857484236
295	12	f	0	3	2013	146	12.130480889471656
299	3	m	1	3	2013	146	-8.595237209053384
300	1	f	2	2	2013	146	2.799568067236756
301	5	f	0	2	2013	146	NA
315	8	f	2	1	2013	146	1.9231853669135985
318	0	m	2	1	2013	146	-5.2661485429963335
321	4	m	2	3	2013	146	-10.142945085241786
327	1	m	0	3	2013	146	0.21650759984146195
329	14	f	0	2	2013	146	8.35488220948254
331	16	m	2	1	2013	146	-3.5992321063560806
333	3	f	2	2	2013	146	8.996792668657198
335	4	f	1	1	2013	146	4.237035058198188
343	6	m	2	2	2013	146	-3.2464496947927053
345	5	f	1	3	2013	146	6.240056196108274
348	11	m	1	3	2013	146	-0.35612490590102297
352	6	m	0	2	2013	146	-2.4284858110999794
357	8	m	0	2	2013	146	-0.4915794883375299
360	0	m	0	3	2013	146	-12.184466617418762
365	1	f	1	1	2013	146	0.10959560080039663
373	4	m	0	1	2013	146	-5.975792664065578
381	6	f	2	1	2013	146	5.795591518519539
382	9	f	2	3	2013	146	NA
388	5	m	0	1	2013	146	-4.684475284343749
405	14	f	2	1	2013	146	17.089514825164375
407	10	m	2	3	2013	146	NA
413	3	m	1	1	2013	146	-7.300314650163838
417	3	m	2	2	2013	146	-2.799032674029723
419	12	f	0	1	2013	146	11.237541190215914
420	3	f	2	3	2013	146	6.5997886049299606
423	4	m	2	3	2013	146	-7.578631663920078
424	0	m	0	3	2013	146	-5.693508648879029
428	3	f	0	1	2013	146	2.9265903788588803
429	4	m	0	1	2013	146	-1.0378798752036713
430	1	f	1	3	2013	146	-0.5172842852912205
431	7	f	0	2	2013	146	10.613542951224112
434	2	m	2	2	2013	146	-4.2871936793508905
441	2	f	1	2	2013	146	5.3913767658492855
444	2	m	2	1	2013	146	-5.240270305011297
449	12	m	1	1	2013	146	0.29004558062476493
454	12	f	0	3	2013	146	7.859614838448675
463	14	m	1	3	2013	146	-1.2160594839476238
465	6	f	2	2	2013	146	4.627728660801009
470	2	f	1	3	2013	146	7.998565189863056
479	2	f	2	2	2013	146	3.799684235613773
482	5	f	2	1	2013	146	8.604738743917785
483	3	f	0	2	2013	146	6.575512590710566
489	3	m	0	3	2013	146	-3.3530487463698524
493	9	m	2	3	2013	146	-4.831452044169574
498	11	f	2	1	2013	146	5.599435036240823
499	1	m	1	3	2013	146	-3.2255933022272543
501	8	m	0	1	2013	146	-6.729462888981383
503	11	m	2	2	2013	146	-0.9834078952516162
509	12	f	1	3	2013	146	13.060372884930953
511	7	f	2	1	2013	146	5.2290831865396585
516	11	f	2	1	2013	146	10.379053331066242
525	3	f	0	1	2013	146	NA
526	0	m	1	2	2013	146	-3.92755038548039
535	1	m	1	2	2013	146	-3.0579316801920036
536	7	f	2	2	2013	146	5.506678267553729
538	6	f	2	2	2013	146	4.190209362358522
543	9	m	0	1	2013	146	0.5213360837922048
548	9	m	1	1	2013	146	-5.045185401548942
554	8	f	0	2	2013	146	8.213716649848541
559	4	f	2	1	2013	146	3.723923208015967
560	10	m	1	3	2013	146	NA
568	0	f	1	3	2013	146	2.9865039415649224
571	0	m	2	3	2013	146	NA
584	5	m	0	1	2013	146	-1.1007862015815388
602	8	f	0	2	2013	146	6.137944155532109
607	14	f	0	1	2013	146	9.427848018794416
608	5	f	0	1	2013	146	2.9035435432380483
611	8	m	0	3	2013	146	0.08139663006890485
613	5	f	1	1	2013	146	2.1272187730073937
614	3	m	0	1	2013	146	-6.739593193670524
615	2	m	1	2	2013	146	-7.2403506743454455
616	7	f	2	2	2013	146	4.882309735634539
624	8	m	1	3	2013	146	-3.8135899491069263
625	9	f	1	2	2013	146	11.553813818422537
637	9	m	0	2	2013	146	-1.8523094339217123
638	9	f	1	1	2013	146	9.411328023892455
643	11	m	0	2	2013	146	-4.500816980136997
651	3	m	0	1	2013	146	-11.272513333055699
652	2	m	2	2	2013	146	-7.275920043782271
654	3	m	1	1	2013	146	-2.0231831009631804
657	0	m	1	3	2013	146	-3.779628102786909
662	14	m	0	2	2013	146	-0.8403650271752896
665	7	f	1	2	2013	146	NA
685	11	f	1	3	2013	146	7.080807800511131
690	1	f	0	1	2013	146	3.7321762542468124
695	7	f	1	2	2013	146	3.733069966418868
697	9	f	1	3	2013	146	8.065876105094302
698	1	f	2	3	2013	146	2.542191591077679
708	2	f	1	1	2013	146	6.6461402855947185
711	4	f	2	2	2013	146	11.455914203297464
721	2	m	2	3	2013	146	-7.884241597017537
725	4	m	2	2	2013	146	-3.7687895543999197
728	9	f	1	1	2013	146	NA
730	5	m	0	2	2013	146	-5.6330501692364106
732	3	m	1	3	2013	146	-5.497564170535727
741	5	f	1	3	2013	146	4.69642838157213
745	3	m	1	3	2013	146	-11.187409882422411
747	10	m	0	3	2013	146	-5.323716560521438
750	0	m	1	2	2013	146	-7.756070780950736
752	9	m	2	2	2013	146	NA
760	7	f	1	2	2013	146	9.359960705497956
765	3	f	0	2	2013	146	2.303799809637193
769	4	m	2	1	2013	146	-3.6869932334416475
779	10	m	2	2	2013	146	-0.728770085363049
780	6	m	0	3	2013	146	0.3715284044260438
781	4	f	0	3	2013	146	6.528139764853448
783	7	f	1	1	2013	146	12.653742408179824
787	2	m	2	2	2013	146	-4.663303250508288
793	0	f	2	1	2013	146	8.437709902418984
794	14	m	1	3	2013	146	-6.830581027697259
796	1	f	1	1	2013	146	4.984642371209247
798	4	f	2	1	2013	146	7.785427705378872
809	9	f	2	3	2013	146	9.122847012325739
811	2	m	0	2	2013	146	-5.010898359384062
813	5	f	2	2	2013	146	7.715225735900809
816	2	f	0	3	2013	146	5.452154822664303
821	0	f	1	3	2013	146	7.479338334083429
824	15	f	0	3	2013	146	12.868048993072682
828	4	m	1	3	2013	146	-7.388565981034311
830	8	f	1	3	2013	146	5.517276416842083
831	2	m	1	1	2013	146	-4.113438557043727
834	1	f	2	3	2013	146	0.8037888379204259
841	2	f	0	3	2013	146	4.104579057172799
844	3	m	0	3	2013	146	-2.2700348608809247
850	3	f	2	1	2013	146	6.011218550039243
855	12	m	0	1	2013	146	-0.8528891634823768
858	3	f	2	2	2013	146	6.972720299088027
866	3	f	2	1	2013	146	4.954481759600016
868	10	m	2	2	2013	146	-1.6757561803612258
869	0	m	1	2	2013	146	NA
870	4	m	1	2	2013	146	-2.1614932627211885
887	4	m	0	2	2013	146	-3.7361723398193423
2	9	m	2	3	2014	175	-6.092245782937586
5	1	m	1	1	2014	175	-3.270256481590116
8	6	f	1	2	2014	175	5.0846902553178595
9	2	f	0	1	2014	175	NA
12	10	f	1	2	2014	175	9.847003144790019
17	4	m	1	1	2014	175	-8.37610292693926
28	9	f	1	1	2014	175	NA
33	2	m	0	1	2014	175	-10.628306184477022
53	7	f	2	2	2014	175	1.70400076838908
55	2	m	0	2	2014	175	-9.169751289854272
61	5	f	1	1	2014	175	2.9072954408992175
64	0	f	2	3	2014	175	2.2463114872459093
66	2	f	0	1	2014	175	5.691276817375659
68	0	f	0	3	2014	175	-0.25535529396621615
77	1	f	1	2	2014	175	9.134933100426554
87	2	m	0	3	2014	175	-9.154997866138157
88	2	m	0	2	2014	175	NA
90	15	f	1	2	2014	175	12.479820517696893
93	2	m	1	2	2014	175	-7.105039942652117
96	3	f	2	2	2014	175	1.005130366757624
97	4	f	1	2	2014	175	6.993623157710937
107	15	m	0	2	2014	175	-5.011644836915595
116	4	m	1	1	2014	175	-4.500113711562018
124	1	f	1	1	2014	175	0.5084232137692655
126	9	m	1	1	2014	175	-7.783763115818532
129	1	m	2	2	2014	175	-2.7572637828221462
135	3	m	1	2	2014	175	-0.847627116299968
142	4	f	2	2	2014	175	2.268053721701082
151	4	f	2	2	2014	175	NA
153	7	m	0	3	2014	175	-10.462953430037768
161	13	m	0	3	2014	175	-2.429387967147152
162	0	m	1	3	2014	175	-8.489478425213068
165	11	m	2	3	2014	175	-7.713622400504504
166	4	m	1	1	2014	175	-9.796683348629976
172	9	m	1	3	2014	175	NA
176	9	f	2	2	2014	175	5.275111953062317
181	8	f	1	2	2014	175	6.250983894942533
189	6	f	1	2	2014	175	9.380952733313416
190	4	m	2	3	2014	175	NA
199	8	m	0	3	2014	175	-7.148974586301018
202	10	f	0	3	2014	175	6.650651050913
206	5	f	0	3	2014	175	8.208211140574502
211	2	f	2	2	2014	175	NA
216	1	f	1	3	2014	175	2.095136020392104
225	1	f	0	3	2014	175	3.849840180282359
235	10	f	1	1	2014	175	8.820278570896889
236	3	m	2	1	2014	175	-2.9053361170671983
238	1	m	1	1	2014	175	-9.235024748273593
240	3	m	1	2	2014	175	-5.916517624886567
246	1	f	2	2	2014	175	4.136695605733474
249	14	f	0	1	2014	175	12.416150559736085
251	7	m	1	1	2014	175	-3.6409581233281645
252	13	m	0	3	2014	175	-1.324959807260314
253	3	m	1	1	2014	175	-2.929312375742989
254	8	f	0	2	2014	175	11.224205181113149
256	8	m	2	3	2014	175	-4.7513992659691215
258	6	f	1	3	2014	175	7.916008410077829
262	2	f	2	3	2014	175	10.294056679178565
263	5	f	2	1	2014	175	NA
268	4	m	1	3	2014	175	-0.26688491688167215
270	4	f	2	1	2014	175	7.844753995594064
275	0	f	0	3	2014	175	5.009187693917592
282	13	m	0	3	2014	175	-1.8931421631932273
284	14	f	1	1	2014	175	5.582089882565708
290	3	m	0	3	2014	175	-5.353133601042462
295	13	f	0	3	2014	175	14.5410681282158
299	4	m	2	3	2014	175	-11.448545516134285
300	2	f	0	2	2014	175	3.1477231582325134
301	6	f	2	2	2014	175	9.389749152192463
315	9	f	1	1	2014	175	7.0723997164454016
318	1	m	1	1	2014	175	NA
319	0	m	1	1	2014	175	-6.709788019121438
327	2	m	1	3	2014	175	-11.41006673604667
329	15	f	1	2	2014	175	5.4954142054794985
333	4	f	2	2	2014	175	0.36621135061694565
335	5	f	0	1	2014	175	0.6267425518846492
342	0	f	0	1	2014	175	6.8541918471744685
343	7	m	2	2	2014	175	-3.228069321248242
345	6	f	1	3	2014	175	6.66246085193714
352	7	m	2	2	2014	175	-9.251563978653522
357	9	m	2	2	2014	175	-3.731208375597948
360	1	m	0	3	2014	175	-15.108217181747438
365	2	f	0	1	2014	175	5.524647001420157
373	5	m	0	1	2014	175	-7.802967912444166
381	7	f	0	1	2014	175	4.171755599947376
382	10	f	0	3	2014	175	11.293310475561164
388	6	m	0	1	2014	175	-10.367492397318745
407	11	m	0	3	2014	175	-5.375117500645482
413	4	m	1	1	2014	175	-8.665057358301295
417	4	m	2	2	2014	175	NA
419	13	f	0	1	2014	175	10.043359552151667
423	5	m	2	3	2014	175	-7.187991903358564
428	4	f	0	1	2014	175	3.9784787855826655
429	5	m	2	1	2014	175	-9.762621144752112
430	2	f	2	3	2014	175	-0.276071441054967
431	8	f	0	2	2014	175	9.85878322984902
434	3	m	1	2	2014	175	-8.53220438192996
441	3	f	0	2	2014	175	8.809495798650538
442	0	m	2	1	2014	175	-9.741283482916659
444	3	m	2	1	2014	175	-4.629681465344542
449	13	m	2	1	2014	175	NA
463	15	m	2	3	2014	175	1.0864099151647224
465	7	f	2	2	2014	175	NA
470	3	f	2	3	2014	175	1.865471535541427
479	3	f	1	2	2014	175	-0.008147040472600953
483	4	f	2	2	2014	175	11.251231190281398
488	0	m	0	2	2014	175	-10.195868366901394
493	10	m	0	3	2014	175	-11.551086459456258
498	12	f	0	1	2014	175	NA
499	2	m	2	3	2014	175	-14.139189601165677
501	9	m	0	1	2014	175	-7.05625681097606
503	12	m	0	2	2014	175	-3.6726611700253833
509	13	f	2	3	2014	175	13.079858059386353
510	0	f	1	1	2014	175	NA
516	12	f	1	1	2014	175	4.456806193739016
525	4	f	0	1	2014	175	3.4541450264846763
526	1	m	1	2	2014	175	-10.39954809503107
529	0	m	0	1	2014	175	NA
535	2	m	1	2	2014	175	0.7039153535076703
536	8	f	2	2	2014	175	9.541972537612828
538	7	f	2	2	2014	175	7.44102460345409
543	10	m	1	1	2014	175	1.3303481035799214
548	10	m	1	1	2014	175	-9.441147078086214
554	9	f	2	2	2014	175	4.714401638205945
559	5	f	0	1	2014	175	5.392075081298289
560	11	m	1	3	2014	175	-6.096532366151265
568	1	f	0	3	2014	175	5.7079351545528745
571	1	m	2	3	2014	175	-6.8615427071552215
577	0	f	1	3	2014	175	3.734219330012958
584	6	m	0	1	2014	175	-10.50758958254704
597	0	m	1	1	2014	175	-4.175746115713385
607	15	f	1	1	2014	175	10.30506963218247
608	6	f	2	1	2014	175	NA
611	9	m	2	3	2014	175	-1.245626249488696
613	6	f	1	1	2014	175	NA
614	4	m	0	1	2014	175	-13.84651966245906
615	3	m	0	2	2014	175	-9.562847807293148
624	9	m	1	3	2014	175	-13.429399152853284
625	10	f	1	2	2014	175	11.780804673910835
637	10	m	1	2	2014	175	-9.135059891039695
638	10	f	2	1	2014	175	11.33529900960917
641	0	m	1	1	2014	175	-14.276302273576846
643	12	m	2	2	2014	175	2.4021881908573413
651	4	m	1	1	2014	175	-8.57550896263029
652	3	m	0	2	2014	175	-7.65647766617205
654	4	m	0	1	2014	175	NA
665	8	f	0	2	2014	175	11.14629916236478
685	12	f	0	3	2014	175	6.587342769532334
690	2	f	2	1	2014	175	5.805826077165513
695	8	f	2	2	2014	175	-0.300492720414528
697	10	f	1	3	2014	175	5.38221575806425
698	2	f	2	3	2014	175	0.805671845092991
708	3	f	1	1	2014	175	7.974826101366225
711	5	f	0	2	2014	175	1.7525688868897829
725	5	m	1	2	2014	175	NA
728	10	f	2	1	2014	175	4.640086951215888
730	6	m	2	2	2014	175	-9.609225928304484
731	0	f	2	1	2014	175	6.104807443001596
732	4	m	2	3	2014	175	-5.569267815563247
741	6	f	0	3	2014	175	8.374949272670005
745	4	m	1	3	2014	175	-9.134389575340021
747	11	m	1	3	2014	175	0.8170727590512908
750	1	m	1	2	2014	175	-11.777025747918675
752	10	m	2	2	2014	175	NA
765	4	f	0	2	2014	175	2.953384530299977
769	5	m	0	1	2014	175	-7.373945099522108
779	11	m	2	2	2014	175	NA
780	7	m	1	3	2014	175	-6.670161612953522
781	5	f	0	3	2014	175	4.994596315908945
783	8	f	2	1	2014	175	5.4297963460647924
785	0	m	0	2	2014	175	-8.043720630209606
787	3	m	0	2	2014	175	-7.536542594764872
793	1	f	1	1	2014	175	1.0040346289080004
794	15	m	2	3	2014	175	NA
796	2	f	2	1	2014	175	8.131160090280229
798	5	f	2	1	2014	175	11.773398085990141
809	10	f	2	3	2014	175	9.231055420847007
811	3	m	1	2	2014	175	-7.268882771021607
813	6	f	2	2	2014	175	7.792175892490031
816	3	f	1	3	2014	175	2.571465234328084
821	1	f	0	3	2014	175	6.351749733614814
824	16	f	2	3	2014	175	7.384961322857852
828	5	m	0	3	2014	175	-3.5134315355891896
830	9	f	2	3	2014	175	2.545745674610493
831	3	m	0	1	2014	175	-12.955530208119434
834	2	f	0	3	2014	175	7.9277370057843655
841	3	f	1	3	2014	175	7.781635137138019
844	4	m	0	3	2014	175	-8.85303828450583
850	4	f	1	1	2014	175	4.1427653175790775
855	13	m	2	1	2014	175	-3.207704634110447
858	4	f	2	2	2014	175	5.090857494611708
859	0	m	1	2	2014	175	-15.805900921218955
866	4	f	2	1	2014	175	11.182038294660876
868	11	m	1	2	2014	175	-6.623717454647279
869	1	m	1	2	2014	175	-7.063157897370459
870	5	m	1	2	2014	175	-4.976669297317648
887	5	m	2	2	2014	175	NA
898	0	m	1	2	2014	175	-4.540657656637806
2	10	m	2	3	2015	132	1.154582812731139
5	2	m	2	1	2015	132	-1.0435005312280043
8	7	f	1	2	2015	132	4.259849553942669
12	11	f	2	2	2015	132	6.8133238720502955
16	0	m	1	3	2015	132	-4.760987745492252
17	5	m	2	1	2015	132	-4.345552049410916
28	10	f	2	1	2015	132	12.863772113016141
33	3	m	1	1	2015	132	-4.924636189297048
53	8	f	2	2	2015	132	13.726545044477794
55	3	m	0	2	2015	132	-6.238410810244296
64	1	f	2	3	2015	132	NA
66	3	f	0	1	2015	132	2.527976007484081
68	1	f	0	3	2015	132	6.44559023335316
77	2	f	0	2	2015	132	3.8616545701817198
87	3	m	1	3	2015	132	-4.586555391543882
88	3	m	1	2	2015	132	-3.2283784294969036
89	0	m	2	2	2015	132	-3.987176254091204
93	3	m	0	2	2015	132	-6.5201846573683815
96	4	f	1	2	2015	132	5.521484418723703
97	5	f	1	2	2015	132	NA
107	16	m	2	2	2015	132	1.8245646691748916
116	5	m	2	1	2015	132	-6.856477043081885
120	0	m	1	1	2015	132	-2.3459549323132447
124	2	f	1	1	2015	132	2.4736275288885654
126	10	m	1	1	2015	132	-1.4626763119577504
129	2	m	2	2	2015	132	-7.445065629943632
135	4	m	1	2	2015	132	-1.889077929371976
142	5	f	1	2	2015	132	2.7672472545174993
151	5	f	0	2	2015	132	9.459491622358433
